Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,RFM_Recency,Friction_Risk
1.0,30.0,5,Laptop & Accessory,3,Married,3,0,9.0,160.4,9.0,0.0
19.0,8.0,3,Grocery,3,Married,7,0,1.0,278.61,1.0,0.0
25.0,8.0,4,Others,3,Single,2,1,12.0,290.68,12.0,13.0
0.0,13.0,4,Laptop & Accessory,5,Single,9,0,7.0,168.11,7.0,0.0
6.0,16.0,4,Laptop & Accessory,2,Divorced,3,1,6.0,188.22,6.0,7.0
9.0,10.0,3,Laptop & Accessory,4,Married,8,0,2.0,151.31,2.0,0.0
3.0,17.0,4,Mobile Phone,4,Married,2,0,2.0,157.91,2.0,0.0
19.0,24.0,3,Laptop & Accessory,3,Married,3,0,8.0,148.1,8.0,0.0
1.0,10.0,4,Mobile Phone,1,Single,3,1,1.0,140.69,1.0,2.0
1.0,17.0,5,Mobile Phone,3,Single,3,0,3.0,151.25,3.0,0.0
4.0,9.0,5,Mobile Phone,1,Single,2,0,3.0,152.2,3.0,0.0
0.0,12.0,4,Mobile,2,Single,2,1,0.0,129.26,0.0,1.0
8.0,14.0,4,Mobile Phone,3,Married,2,1,8.0,148.08,8.0,9.0
19.0,36.0,4,Fashion,1,Married,6,1,3.0,218.8,3.0,4.0
16.0,33.0,3,Fashion,5,Married,9,0,1.0,208.2,1.0,0.0
1.0,17.0,5,Mobile Phone,5,Single,3,0,1.0,139.16,1.0,0.0
22.0,7.0,2,Grocery,1,Single,4,0,2.0,293.85,2.0,0.0
5.0,11.0,3,Laptop & Accessory,4,Divorced,2,0,3.0,165.24,3.0,0.0
19.0,9.0,4,Laptop & Accessory,3,Married,6,0,8.0,176.54,8.0,0.0
10.0,17.0,4,Fashion,5,Married,9,1,8.0,208.21,8.0,9.0
30.0,18.0,5,Laptop & Accessory,5,Married,6,0,1.0,178.8,1.0,0.0
23.0,23.0,4,Mobile Phone,5,Married,6,1,3.0,150.87,3.0,4.0
13.0,16.0,4,Laptop & Accessory,4,Married,8,0,3.0,168.52,3.0,0.0
20.0,20.0,4,Laptop & Accessory,4,Single,8,0,10.0,180.62,10.0,0.0
14.0,11.0,5,Fashion,1,Married,9,0,12.0,233.55,12.0,0.0
8.0,22.0,4,Grocery,5,Married,9,0,10.0,295.07,10.0,0.0
1.0,25.0,4,Laptop & Accessory,3,Married,2,1,3.0,171.14,3.0,4.0
8.0,7.0,4,Mobile Phone,4,Married,3,1,4.0,148.42,4.0,5.0
13.0,29.0,4,Fashion,5,Single,3,1,9.0,233.8,9.0,10.0
11.0,6.0,1,Mobile,3,Divorced,2,0,0.0,128.44,0.0,0.0
0.0,6.0,4,Laptop & Accessory,2,Divorced,7,0,2.0,147.75,2.0,0.0
3.0,24.0,5,Fashion,5,Single,3,0,10.0,204.88,10.0,0.0
6.0,22.0,4,Laptop & Accessory,1,Married,7,0,3.0,191.67,3.0,0.0
12.0,10.0,4,Fashion,3,Married,2,0,3.0,231.09,3.0,0.0
8.0,10.0,4,Laptop & Accessory,4,Married,3,0,10.0,179.33,10.0,0.0
0.0,10.0,4,Laptop & Accessory,5,Divorced,2,0,3.0,142.56,3.0,0.0
9.0,16.0,4,Laptop & Accessory,3,Married,2,1,7.0,156.73,7.0,8.0
29.0,7.0,4,Others,5,Single,2,1,14.0,315.45,14.0,15.0
12.0,12.0,4,Fashion,5,Married,5,0,7.0,199.91,7.0,0.0
9.0,8.0,3,Mobile,4,Married,5,0,2.0,121.87,2.0,0.0
1.0,20.0,4,Mobile Phone,4,Divorced,3,0,1.0,145.33,1.0,0.0
9.0,13.0,3,Mobile,5,Single,4,0,2.0,120.62,2.0,0.0
26.0,14.0,3,Laptop & Accessory,1,Single,3,0,2.0,124.5,2.0,0.0
0.0,16.0,1,Mobile,3,Single,2,0,2.0,135.05,2.0,0.0
0.0,29.0,4,Fashion,5,Divorced,2,0,10.0,173.36,10.0,0.0
11.0,12.0,4,Mobile Phone,3,Married,2,0,4.0,137.02,4.0,0.0
15.0,32.0,3,Fashion,5,Married,4,1,0.0,231.91000000000005,0.0,1.0
13.0,7.0,3,Grocery,5,Married,3,0,16.0,268.23,16.0,0.0
3.0,35.0,3,Laptop & Accessory,5,Married,9,0,3.0,141.15,3.0,0.0
8.0,8.0,3,Laptop & Accessory,5,Married,3,0,0.0,150.93,0.0,0.0
16.0,16.0,5,Others,1,Single,10,0,2.0,321.13,2.0,0.0
1.0,25.0,2,Mobile Phone,5,Married,2,0,1.0,154.56,1.0,0.0
13.0,6.0,3,Laptop & Accessory,3,Single,4,1,0.0,147.28,0.0,1.0
1.0,14.0,6,Laptop & Accessory,3,Single,3,1,7.0,185.74,7.0,8.0
17.0,15.0,4,Laptop & Accessory,4,Married,6,0,1.0,172.65,1.0,0.0
29.0,6.0,3,Laptop & Accessory,3,Married,2,0,9.0,163.06,9.0,0.0
10.0,10.0,3,Mobile Phone,2,Married,5,0,8.0,0.0,8.0,0.0
2.0,6.0,3,Laptop & Accessory,3,Married,2,0,9.0,143.19,9.0,0.0
5.0,16.0,3,Laptop & Accessory,1,Single,9,0,0.0,146.48,0.0,0.0
2.0,12.0,4,Laptop & Accessory,2,Single,3,0,3.0,174.08,3.0,0.0
10.0,10.0,4,Mobile Phone,1,Married,7,0,1.0,153.35,1.0,0.0
4.0,22.0,5,Fashion,5,Married,4,0,8.0,196.4,8.0,0.0
30.0,22.0,3,Laptop & Accessory,5,Single,9,0,2.0,154.05,2.0,0.0
15.0,12.0,2,Mobile Phone,3,Married,4,1,4.0,146.27,4.0,5.0
12.0,17.0,3,Fashion,1,Married,2,0,7.0,176.54,7.0,0.0
29.0,8.0,2,Grocery,1,Married,4,0,1.0,272.32,1.0,0.0
12.0,16.0,3,Laptop & Accessory,5,Married,3,0,7.0,153.77,7.0,0.0
24.0,7.0,4,Laptop & Accessory,3,Married,2,0,14.0,188.47,14.0,0.0
17.0,9.0,3,Others,2,Divorced,5,1,1.0,295.13,1.0,2.0
10.0,20.0,4,Mobile Phone,4,Divorced,5,0,5.0,146.43,5.0,0.0
1.0,36.0,5,Mobile Phone,4,Single,2,0,5.0,159.79,5.0,0.0
10.0,17.0,3,Mobile Phone,3,Single,5,0,2.0,136.29,2.0,0.0
14.0,23.0,4,Fashion,1,Single,8,1,4.0,204.45,4.0,5.0
0.0,8.0,3,Mobile,4,Married,10,0,2.0,134.68,2.0,0.0
13.0,9.0,2,Fashion,3,Single,2,0,8.0,203.8,8.0,0.0
1.0,9.0,3,Mobile,4,Married,2,0,0.0,128.56,0.0,0.0
24.0,7.0,5,Mobile Phone,3,Married,4,0,3.0,161.9,3.0,0.0
8.0,17.0,4,Laptop & Accessory,3,Married,3,1,8.0,165.01,8.0,9.0
9.0,6.0,3,Mobile,4,Single,2,1,2.0,123.02,2.0,3.0
1.0,22.0,4,Mobile Phone,1,Single,3,0,1.0,153.71,1.0,0.0
10.0,17.0,5,Laptop & Accessory,3,Married,3,1,8.0,181.73,8.0,9.0
0.0,30.0,1,Mobile Phone,5,Single,2,0,0.0,110.91,0.0,0.0
0.0,16.0,3,Laptop & Accessory,3,Married,2,1,3.0,142.6,3.0,4.0
18.0,8.0,4,Grocery,2,Divorced,10,0,8.0,267.92,8.0,0.0
19.0,14.0,4,Mobile Phone,3,Divorced,6,1,3.0,169.77,3.0,4.0
15.0,8.0,5,Others,1,Married,2,0,9.0,298.45,9.0,0.0
9.0,9.0,4,Mobile Phone,3,Divorced,2,0,0.0,112.81,0.0,0.0
0.0,14.0,3,Mobile,2,Single,2,0,2.0,126.1,2.0,0.0
0.0,16.0,3,Fashion,5,Married,2,0,7.0,187.93,7.0,0.0
30.0,27.0,3,Grocery,1,Married,5,1,0.0,278.75,0.0,1.0
1.0,9.0,5,Mobile Phone,2,Single,9,0,1.0,152.85,1.0,0.0
16.0,30.0,4,Grocery,2,Single,4,0,1.0,284.92,1.0,0.0
9.0,9.0,3,Laptop & Accessory,4,Single,5,0,7.0,144.85,7.0,0.0
8.0,35.0,5,Laptop & Accessory,3,Married,3,0,8.0,192.12,8.0,0.0
30.0,11.0,4,Others,5,Married,6,0,3.0,324.43,3.0,0.0
10.0,11.0,4,Laptop & Accessory,4,Married,9,0,3.0,176.31,3.0,0.0
24.0,24.0,5,Fashion,5,Married,7,0,12.0,257.69,12.0,0.0
6.0,7.0,5,Mobile Phone,4,Divorced,8,0,3.0,148.32,3.0,0.0
9.0,7.0,4,Mobile,4,Married,1,0,2.0,122.69,2.0,0.0
4.0,9.0,4,Mobile Phone,4,Divorced,3,0,1.0,149.76,1.0,0.0
10.0,10.0,2,Laptop & Accessory,5,Married,8,0,5.0,193.42,5.0,0.0
24.0,20.0,3,Laptop & Accessory,2,Divorced,5,0,7.0,149.36,7.0,0.0
1.0,11.0,4,Fashion,5,Single,2,1,3.0,220.82,3.0,4.0
23.0,27.0,4,Laptop & Accessory,5,Married,3,0,12.0,190.67,12.0,0.0
4.0,8.0,3,Laptop & Accessory,1,Single,5,1,5.0,165.82,5.0,6.0
1.0,26.0,2,Laptop & Accessory,1,Single,10,1,5.0,178.04,5.0,6.0
3.0,12.0,4,Laptop & Accessory,2,Divorced,5,0,1.0,145.86,1.0,0.0
2.0,15.0,5,Mobile Phone,1,Married,3,0,5.0,174.36,5.0,0.0
2.0,6.0,3,Fashion,1,Married,2,0,1.0,179.18,1.0,0.0
19.0,30.0,4,Laptop & Accessory,5,Divorced,3,1,9.0,161.33,9.0,10.0
21.0,12.0,4,Laptop & Accessory,3,Single,3,0,2.0,142.4,2.0,0.0
21.0,9.0,5,Mobile Phone,1,Single,3,1,3.0,157.94,3.0,4.0
10.0,27.0,3,Mobile,2,Divorced,6,0,0.0,129.73,0.0,0.0
12.0,12.0,1,Fashion,3,Married,3,0,6.0,182.37,6.0,0.0
0.0,8.0,1,Laptop & Accessory,3,Single,1,0,7.0,165.0,7.0,0.0
16.0,33.0,4,Grocery,4,Divorced,7,0,9.0,260.25,9.0,0.0
15.0,19.0,1,Laptop & Accessory,5,Married,6,0,0.0,155.38,0.0,0.0
19.0,11.0,4,Laptop & Accessory,5,Married,6,1,4.0,175.06,4.0,5.0
9.0,14.0,3,Mobile,3,Single,5,0,9.0,125.19,9.0,0.0
10.0,17.0,4,Fashion,4,Married,7,0,8.0,198.14,8.0,0.0
8.0,28.0,1,Fashion,4,Married,8,0,3.0,219.96,3.0,0.0
1.0,15.0,4,Mobile Phone,1,Single,3,0,5.0,159.45,5.0,0.0
1.0,29.0,4,Mobile Phone,3,Single,3,0,3.0,159.47,3.0,0.0
11.0,6.0,1,Laptop & Accessory,1,Single,1,0,8.0,176.25,8.0,0.0
7.0,16.0,4,Laptop & Accessory,3,Married,2,0,7.0,150.63,7.0,0.0
1.0,17.0,4,Mobile,3,Single,3,1,2.0,135.09,2.0,3.0
7.0,11.0,5,Mobile Phone,4,Married,10,0,3.0,163.38,3.0,0.0
15.0,11.0,3,Fashion,4,Single,10,1,7.0,184.46,7.0,8.0
9.0,30.0,3,Laptop & Accessory,4,Divorced,8,0,8.0,156.74,8.0,0.0
15.0,32.0,3,Fashion,5,Divorced,4,1,0.0,231.91000000000005,0.0,1.0
9.0,14.0,5,Mobile Phone,1,Married,3,0,2.0,151.9,2.0,0.0
0.0,15.0,3,Mobile Phone,5,Single,8,0,4.0,142.0,4.0,0.0
3.0,17.0,4,Mobile Phone,4,Married,3,0,3.0,147.97,3.0,0.0
15.0,16.0,3,Mobile,3,Married,4,0,3.0,129.36,3.0,0.0
1.0,14.0,5,Fashion,2,Married,11,0,2.0,240.57,2.0,0.0
0.0,21.0,4,Mobile Phone,5,Married,1,0,3.0,147.74,3.0,0.0
12.0,18.0,3,Laptop & Accessory,4,Married,5,0,0.0,152.95,0.0,0.0
11.0,32.0,5,Laptop & Accessory,1,Married,9,0,4.0,182.31,4.0,0.0
13.0,16.0,4,Others,1,Single,4,0,4.0,319.31,4.0,0.0
6.0,14.0,3,Mobile Phone,4,Divorced,3,0,4.0,152.94,4.0,0.0
9.0,23.0,5,Fashion,4,Single,3,0,3.0,211.06,3.0,0.0
19.0,14.0,4,Laptop & Accessory,5,Married,9,1,7.0,146.15,7.0,8.0
15.0,9.0,1,Laptop & Accessory,1,Married,3,1,3.0,152.31,3.0,4.0
13.0,19.0,4,Laptop & Accessory,4,Married,6,0,1.0,177.95,1.0,0.0
6.0,6.0,1,Laptop & Accessory,5,Married,2,0,8.0,140.37,8.0,0.0
15.0,11.0,3,Fashion,4,Single,10,1,7.0,184.46,7.0,8.0
16.0,21.0,4,Grocery,3,Married,2,0,11.0,276.03,11.0,0.0
16.0,9.0,6,Others,1,Married,3,0,10.0,323.45,10.0,0.0
3.0,6.0,3,Mobile Phone,4,Married,2,0,7.0,137.48,7.0,0.0
19.0,6.0,3,Mobile,5,Single,7,0,7.0,134.23,7.0,0.0
11.0,7.0,4,Fashion,1,Single,6,0,3.0,199.91,3.0,0.0
1.0,18.0,2,Laptop & Accessory,3,Married,2,0,4.0,165.11,4.0,0.0
1.0,7.0,5,Mobile Phone,5,Divorced,3,1,1.0,148.19,1.0,2.0
6.0,13.0,3,Fashion,3,Married,1,0,3.0,216.91000000000005,3.0,0.0
6.0,15.0,2,Laptop & Accessory,3,Married,7,0,4.0,176.75,4.0,0.0
3.0,11.0,3,Mobile,5,Married,6,0,30.0,132.04,30.0,0.0
17.0,11.0,4,Mobile,3,Single,4,0,3.0,131.62,3.0,0.0
4.0,9.0,4,Mobile Phone,1,Single,2,0,8.0,150.64,8.0,0.0
15.0,6.0,3,Laptop & Accessory,3,Married,2,0,6.0,149.07,6.0,0.0
0.0,6.0,3,Laptop & Accessory,3,Divorced,2,0,7.0,152.96,7.0,0.0
1.0,16.0,6,Mobile Phone,4,Single,3,0,3.0,152.6,3.0,0.0
0.0,14.0,1,Mobile,2,Divorced,9,0,0.0,125.34,0.0,0.0
18.0,6.0,2,Others,2,Divorced,1,0,7.0,292.02,7.0,0.0
26.0,15.0,4,Mobile Phone,5,Divorced,11,0,5.0,154.5,5.0,0.0
12.0,9.0,4,Laptop & Accessory,5,Married,5,0,8.0,193.93,8.0,0.0
1.0,17.0,2,Mobile Phone,3,Married,4,0,3.0,145.73,3.0,0.0
9.0,9.0,4,Mobile Phone,1,Married,3,0,3.0,145.14,3.0,0.0
9.0,6.0,3,Mobile,3,Single,1,1,2.0,121.54,2.0,3.0
5.0,9.0,3,Fashion,1,Single,4,0,3.0,211.59,3.0,0.0
9.0,16.0,3,Mobile,3,Divorced,2,1,0.0,122.2,0.0,1.0
16.0,36.0,6,Laptop & Accessory,1,Single,6,0,1.0,167.72,1.0,0.0
7.0,8.0,4,Mobile,3,Married,4,0,7.0,127.68,7.0,0.0
8.0,29.0,5,Laptop & Accessory,1,Married,3,1,12.0,182.47,12.0,13.0
17.0,17.0,5,Laptop & Accessory,3,Married,3,0,1.0,177.57,1.0,0.0
12.0,7.0,5,Laptop & Accessory,2,Single,6,0,3.0,211.86,3.0,0.0
1.0,9.0,4,Laptop & Accessory,1,Married,2,0,3.0,167.27,3.0,0.0
15.0,13.0,5,Laptop & Accessory,4,Single,8,1,3.0,185.32,3.0,4.0
13.0,9.0,5,Laptop & Accessory,3,Single,3,0,11.0,170.53,11.0,0.0
9.0,14.0,1,Mobile,1,Married,2,0,1.0,122.69,1.0,0.0
4.0,10.0,4,Mobile Phone,3,Married,3,0,1.0,145.83,1.0,0.0
1.0,9.0,5,Mobile Phone,1,Single,3,0,1.0,150.64,1.0,0.0
1.0,9.0,3,Mobile,4,Married,2,0,0.0,128.56,0.0,0.0
8.0,7.0,5,Fashion,5,Divorced,11,0,3.0,229.82,3.0,0.0
1.0,14.0,4,Mobile Phone,3,Divorced,3,1,3.0,153.86,3.0,4.0
1.0,7.0,5,Mobile Phone,3,Married,3,0,4.0,145.07,4.0,0.0
0.0,8.0,5,Laptop & Accessory,1,Single,4,0,0.0,150.71,0.0,0.0
9.0,12.0,4,Fashion,4,Single,2,0,14.0,205.95,14.0,0.0
1.0,15.0,6,Mobile Phone,5,Divorced,3,0,2.0,149.51,2.0,0.0
12.0,8.0,4,Laptop & Accessory,1,Married,9,0,10.0,172.35,10.0,0.0
18.0,14.0,3,Laptop & Accessory,1,Married,10,0,8.0,136.97,8.0,0.0
1.0,23.0,6,Mobile Phone,5,Single,3,1,8.0,164.19,8.0,9.0
27.0,15.0,3,Laptop & Accessory,3,Married,4,0,3.0,128.97,3.0,0.0
19.0,7.0,3,Mobile,5,Single,7,0,7.0,134.23,7.0,0.0
7.0,15.0,4,Laptop & Accessory,3,Single,4,1,1.0,188.88,1.0,2.0
1.0,12.0,4,Mobile Phone,3,Single,3,1,3.0,159.41,3.0,4.0
4.0,29.0,4,Laptop & Accessory,2,Divorced,1,0,8.0,155.82,8.0,0.0
5.0,15.0,4,Laptop & Accessory,1,Single,3,0,9.0,169.24,9.0,0.0
9.0,26.0,3,Laptop & Accessory,3,Single,1,0,2.0,122.72,2.0,0.0
8.0,16.0,5,Fashion,4,Single,3,0,3.0,211.21,3.0,0.0
25.0,10.0,3,Grocery,2,Divorced,3,0,4.0,265.55,4.0,0.0
1.0,27.0,4,Laptop & Accessory,3,Single,3,0,3.0,224.81,3.0,0.0
21.0,11.0,4,Laptop & Accessory,3,Single,5,0,1.0,154.76,1.0,0.0
10.0,28.0,4,Laptop & Accessory,4,Married,6,0,3.0,214.26,3.0,0.0
2.0,6.0,1,Laptop & Accessory,3,Single,9,1,2.0,162.94,2.0,3.0
10.0,17.0,4,Fashion,5,Married,9,1,8.0,208.21,8.0,9.0
19.0,32.0,5,Laptop & Accessory,1,Married,2,0,9.0,184.06,9.0,0.0
0.0,14.0,1,Mobile,3,Married,8,0,2.0,135.17,2.0,0.0
27.0,8.0,5,Grocery,3,Married,6,1,3.0,254.65,3.0,4.0
8.0,7.0,2,Laptop & Accessory,1,Married,2,0,3.0,222.25,3.0,0.0
9.0,28.0,4,Laptop & Accessory,1,Married,3,1,8.0,165.14,8.0,9.0
5.0,14.0,3,Mobile,4,Divorced,2,0,7.0,123.7,7.0,0.0
14.0,19.0,4,Laptop & Accessory,5,Married,4,0,8.0,169.48,8.0,0.0
0.0,16.0,4,Fashion,5,Married,10,0,0.0,203.06,0.0,0.0
9.0,11.0,4,Mobile,5,Married,7,0,0.0,121.07,0.0,0.0
19.0,27.0,4,Grocery,1,Married,2,1,11.0,259.96,11.0,12.0
1.0,17.0,5,Fashion,5,Married,11,0,3.0,228.06,3.0,0.0
4.0,6.0,5,Laptop & Accessory,3,Divorced,1,0,4.0,143.45,4.0,0.0
18.0,13.0,3,Mobile Phone,3,Married,5,1,2.0,144.77,2.0,3.0
17.0,9.0,5,Fashion,1,Married,2,0,3.0,226.69,3.0,0.0
1.0,12.0,5,Fashion,2,Married,3,1,9.0,253.08,9.0,10.0
19.0,6.0,3,Fashion,5,Married,2,0,7.0,204.53,7.0,0.0
19.0,30.0,4,Laptop & Accessory,5,Married,3,1,9.0,161.33,9.0,10.0
8.0,9.0,4,Laptop & Accessory,5,Single,2,1,3.0,170.38,3.0,4.0
15.0,8.0,3,Mobile,3,Married,1,1,0.0,126.96,0.0,1.0
6.0,14.0,4,Mobile,3,Married,10,1,0.0,124.37,0.0,1.0
1.0,7.0,6,Mobile Phone,4,Single,9,1,8.0,147.16,8.0,9.0
7.0,32.0,4,Laptop & Accessory,3,Divorced,3,0,2.0,170.39,2.0,0.0
4.0,16.0,4,Laptop & Accessory,5,Married,3,0,11.0,155.72,11.0,0.0
7.0,12.0,4,Fashion,4,Divorced,8,0,9.0,243.78,9.0,0.0
20.0,9.0,4,Others,1,Married,9,1,3.0,318.28,3.0,4.0
6.0,19.0,3,Mobile,2,Single,4,0,2.0,134.52,2.0,0.0
16.0,33.0,4,Grocery,4,Married,7,0,9.0,260.25,9.0,0.0
8.0,8.0,5,Others,4,Single,3,1,11.0,288.24,11.0,12.0
22.0,14.0,3,Mobile,5,Married,5,1,2.0,125.87,2.0,3.0
9.0,6.0,3,Mobile,1,Married,4,0,2.0,122.7,2.0,0.0
17.0,14.0,2,Mobile Phone,1,Married,6,0,3.0,145.89,3.0,0.0
1.0,9.0,5,Mobile Phone,1,Single,2,0,2.0,164.04,2.0,0.0
1.0,30.0,2,Mobile Phone,1,Married,3,1,5.0,152.25,5.0,6.0
23.0,23.0,4,Fashion,5,Married,6,0,11.0,232.69,11.0,0.0
0.0,16.0,3,Laptop & Accessory,5,Single,2,0,8.0,142.13,8.0,0.0
0.0,10.0,4,Mobile Phone,3,Single,6,0,2.0,138.94,2.0,0.0
28.0,8.0,3,Fashion,4,Married,4,0,3.0,209.76,3.0,0.0
0.0,14.0,3,Mobile,1,Single,3,0,2.0,125.8,2.0,0.0
13.0,20.0,4,Others,3,Single,2,0,9.0,296.26,9.0,0.0
27.0,7.0,4,Laptop & Accessory,5,Single,9,0,11.0,208.81,11.0,0.0
6.0,20.0,5,Mobile Phone,4,Divorced,3,0,3.0,152.43,3.0,0.0
15.0,17.0,4,Laptop & Accessory,2,Single,9,0,11.0,187.3,11.0,0.0
20.0,9.0,4,Others,5,Single,5,0,2.0,314.47,2.0,0.0
16.0,14.0,3,Laptop & Accessory,4,Married,5,0,0.0,147.65,0.0,0.0
15.0,29.0,3,Grocery,1,Single,3,0,0.0,259.92,0.0,0.0
0.0,13.0,3,Mobile,3,Divorced,2,1,2.0,128.86,2.0,3.0
14.0,13.0,4,Grocery,3,Single,9,0,14.0,257.37,14.0,0.0
5.0,14.0,3,Fashion,1,Single,2,0,7.0,189.98,7.0,0.0
11.0,36.0,4,Fashion,4,Divorced,3,1,10.0,243.49,10.0,11.0
0.0,14.0,3,Mobile,2,Divorced,2,0,2.0,123.23,2.0,0.0
31.0,9.0,5,Grocery,2,Single,5,1,4.0,262.26,4.0,5.0
11.0,16.0,3,Laptop & Accessory,3,Married,4,0,2.0,160.77,2.0,0.0
20.0,9.0,4,Fashion,1,Married,6,1,3.0,228.68,3.0,4.0
0.0,8.0,1,Mobile,5,Single,8,0,1.0,134.24,1.0,0.0
21.0,8.0,4,Fashion,4,Married,2,0,13.0,244.57,13.0,0.0
9.0,18.0,4,Mobile,5,Married,2,0,0.0,120.33,0.0,0.0
26.0,14.0,3,Laptop & Accessory,2,Single,3,0,2.0,124.5,2.0,0.0
8.0,16.0,4,Laptop & Accessory,3,Married,3,0,4.0,182.14,4.0,0.0
5.0,10.0,4,Laptop & Accessory,3,Married,2,0,8.0,161.62,8.0,0.0
9.0,26.0,3,Mobile,3,Divorced,5,0,0.0,122.59,0.0,0.0
20.0,17.0,5,Fashion,2,Divorced,4,1,3.0,215.71,3.0,4.0
7.0,9.0,4,Laptop & Accessory,1,Married,4,1,1.0,181.03,1.0,2.0
15.0,14.0,3,Others,2,Married,2,0,9.0,284.3,9.0,0.0
3.0,23.0,3,Fashion,5,Divorced,2,1,3.0,219.16000000000005,3.0,4.0
2.0,8.0,4,Laptop & Accessory,4,Married,3,0,0.0,166.44,0.0,0.0
1.0,7.0,6,Laptop & Accessory,4,Single,8,0,1.0,192.35,1.0,0.0
8.0,30.0,4,Laptop & Accessory,3,Single,2,0,8.0,170.68,8.0,0.0
2.0,8.0,3,Grocery,2,Married,8,0,3.0,221.69,3.0,0.0
13.0,15.0,4,Mobile Phone,3,Divorced,3,0,8.0,162.55,8.0,0.0
15.0,8.0,4,Laptop & Accessory,5,Married,2,0,8.0,166.03,8.0,0.0
4.0,6.0,3,Laptop & Accessory,2,Single,9,1,5.0,159.93,5.0,6.0
10.0,15.0,4,Laptop & Accessory,4,Married,2,0,3.0,141.89,3.0,0.0
8.0,14.0,4,Mobile Phone,3,Married,2,1,8.0,148.08,8.0,9.0
4.0,8.0,5,Mobile,2,Married,5,1,0.0,127.78,0.0,1.0
20.0,10.0,3,Laptop & Accessory,1,Single,2,1,7.0,141.63,7.0,8.0
11.0,8.0,3,Mobile,3,Married,7,1,1.0,130.57,1.0,2.0
24.0,17.0,4,Grocery,4,Single,4,0,3.0,231.42,3.0,0.0
3.0,7.0,4,Fashion,1,Married,3,0,2.0,204.18,2.0,0.0
6.0,12.0,2,Mobile Phone,1,Married,5,0,3.0,158.12,3.0,0.0
0.0,11.0,4,Mobile,3,Single,1,0,0.0,129.66,0.0,0.0
24.0,36.0,5,Grocery,3,Married,2,0,8.0,295.46,8.0,0.0
19.0,10.0,4,Others,4,Married,3,0,8.0,287.89,8.0,0.0
1.0,11.0,4,Mobile Phone,1,Single,11,1,1.0,147.85,1.0,2.0
16.0,9.0,4,Fashion,1,Married,4,1,3.0,226.24,3.0,4.0
1.0,16.0,5,Mobile Phone,3,Divorced,2,1,1.0,158.88,1.0,2.0
1.0,15.0,2,Mobile Phone,3,Married,9,0,3.0,160.17,3.0,0.0
6.0,7.0,4,Fashion,1,Married,3,0,3.0,229.22,3.0,0.0
29.0,15.0,3,Mobile,3,Divorced,3,0,3.0,129.42,3.0,0.0
7.0,14.0,4,Laptop & Accessory,3,Married,3,0,9.0,184.68,9.0,0.0
28.0,24.0,4,Fashion,3,Married,10,0,9.0,232.39,9.0,0.0
9.0,23.0,4,Fashion,4,Divorced,2,0,10.0,205.2,10.0,0.0
2.0,23.0,4,Mobile Phone,3,Single,3,0,5.0,146.44,5.0,0.0
9.0,17.0,3,Mobile,5,Married,1,0,4.0,120.99,4.0,0.0
0.0,19.0,3,Laptop & Accessory,3,Single,4,1,2.0,198.54,2.0,3.0
11.0,21.0,4,Mobile Phone,5,Married,3,0,18.0,155.34,18.0,0.0
1.0,27.0,4,Fashion,3,Married,5,0,3.0,223.24,3.0,0.0
15.0,8.0,3,Fashion,1,Married,3,1,9.0,201.24,9.0,10.0
16.0,36.0,4,Laptop & Accessory,4,Married,3,0,9.0,169.34,9.0,0.0
9.0,7.0,3,Mobile Phone,3,Married,2,0,1.0,112.23,1.0,0.0
9.0,16.0,5,Laptop & Accessory,4,Single,11,0,1.0,190.4,1.0,0.0
19.0,13.0,3,Laptop & Accessory,3,Married,3,0,0.0,152.58,0.0,0.0
2.0,15.0,4,Mobile Phone,2,Single,1,0,2.0,139.83,2.0,0.0
29.0,7.0,2,Grocery,2,Married,4,0,1.0,272.32,1.0,0.0
21.0,10.0,4,Grocery,1,Married,3,0,2.0,252.02,2.0,0.0
0.0,6.0,4,Laptop & Accessory,5,Divorced,6,0,0.0,142.98,0.0,0.0
24.0,6.0,3,Mobile,1,Married,2,0,0.0,127.23,0.0,0.0
6.0,11.0,4,Fashion,2,Married,5,0,2.0,171.19,2.0,0.0
1.0,31.0,4,Mobile Phone,4,Married,3,1,1.0,149.08,1.0,2.0
26.0,30.0,1,Fashion,1,Married,4,0,2.0,170.05,2.0,0.0
5.0,14.0,1,Laptop & Accessory,3,Married,6,0,3.0,151.75,3.0,0.0
14.0,9.0,5,Mobile Phone,2,Single,2,1,4.0,148.42,4.0,5.0
3.0,6.0,3,Mobile Phone,4,Divorced,1,1,7.0,135.79,7.0,8.0
4.0,18.0,3,Mobile Phone,1,Married,9,1,2.0,139.29,2.0,3.0
4.0,27.0,4,Laptop & Accessory,5,Married,2,0,3.0,224.57,3.0,0.0
1.0,22.0,4,Mobile Phone,1,Single,3,0,1.0,137.32,1.0,0.0
14.0,35.0,5,Fashion,5,Married,6,1,1.0,233.54,1.0,2.0
8.0,7.0,2,Mobile Phone,1,Single,4,0,4.0,157.8,4.0,0.0
11.0,9.0,3,Mobile,3,Divorced,4,0,2.0,128.21,2.0,0.0
8.0,31.0,3,Fashion,3,Married,2,1,1.0,203.88,1.0,2.0
5.0,15.0,3,Laptop & Accessory,1,Married,2,1,5.0,163.22,5.0,6.0
